0.0041,0.2220,0.0169,0.0749,0.0687,0.0013,0.5699
0.0004,0.0124,0.0284,0.2857,0.0175,0.0001,0.9713
0.0001,0.0100,0.0000,0.8251,0.0000,0.0000,0.0432
0.0695,0.9326,0.0148,0.2850,0.0004,0.0143,0.0093
0.0049,0.8938,0.0009,0.0498,0.0000,0.0004,0.0008
0.0194,0.2300,0.0093,0.1695,0.0426,0.0228,0.5268
0.0017,0.0387,0.0001,0.9737,0.0000,0.0008,0.0928
0.0003,0.0029,0.0001,0.9959,0.0000,0.0000,0.0337
0.0001,0.0804,0.0025,0.2759,0.0050,0.0000,0.7897
0.0044,0.1590,0.0011,0.8982,0.0003,0.0018,0.4240
0.1289,0.1969,0.0182,0.8233,0.0174,0.0806,0.1526
0.0004,0.0244,0.0005,0.7273,0.0003,0.0001,0.7038
0.0000,0.0627,0.0005,0.0445,0.0001,0.0000,0.6802
0.0028,0.1876,0.0117,0.0379,0.0624,0.0191,0.6536
0.0000,0.0092,0.0001,0.7186,0.0002,0.0000,0.8834
0.0002,0.0082,0.0156,0.7927,0.0001,0.0000,0.4879
0.0004,0.3067,0.0002,0.0390,0.0068,0.0001,0.8875
0.0000,0.0171,0.0068,0.0768,0.0004,0.0000,0.8862
0.0000,0.0182,0.0013,0.0831,0.0004,0.0000,0.8082
0.0008,0.0688,0.0035,0.8614,0.0009,0.0001,0.3407
0.0001,0.1123,0.0000,0.3281,0.0012,0.0001,0.5958
0.0048,0.7995,0.0270,0.0194,0.1067,0.0007,0.4660
0.0001,0.0978,0.0026,0.7595,0.0000,0.0001,0.1486
0.0001,0.2213,0.0003,0.0151,0.0125,0.0001,0.9626
0.0176,0.0454,0.0067,0.3229,0.0660,0.0094,0.7460
0.0002,0.0807,0.0006,0.4949,0.0026,0.0000,0.6464
0.0157,0.0302,0.0155,0.3940,0.1961,0.0107,0.6420
0.0001,0.0055,0.0001,0.9976,0.0003,0.0000,0.0198
0.0438,0.0368,0.0063,0.8423,0.0004,0.0190,0.3290
0.0000,0.5089,0.0001,0.8968,0.0002,0.0000,0.1944
0.0001,0.0971,0.0013,0.3156,0.0000,0.0001,0.1634
0.0000,0.1925,0.0070,0.9350,0.0008,0.0000,0.3684
0.0000,0.0000,0.0006,0.9334,0.0028,0.0000,0.5715
0.0000,0.0006,0.0001,0.9922,0.0003,0.0000,0.3231
0.0000,0.0000,0.0355,0.9999,0.0000,0.0000,0.0004
0.0000,0.0083,0.0000,0.9602,0.0027,0.0000,0.9091
0.0000,0.0047,0.0000,0.9487,0.0007,0.0000,0.9154
0.0008,0.0119,0.0053,0.6669,0.0176,0.0000,0.8229
0.0000,0.0015,0.0002,0.9874,0.0010,0.0000,0.7739
0.0000,0.0037,0.0766,0.7289,0.0453,0.0002,0.7213
0.0000,0.0141,0.0002,0.9958,0.0010,0.0000,0.0035
0.0000,0.0190,0.0000,0.9474,0.0010,0.0000,0.8078
0.0000,0.0125,0.0002,0.8775,0.0257,0.0000,0.5464
0.0000,0.0017,0.0000,0.9869,0.0018,0.0000,0.4339
0.0000,0.0045,0.0001,0.9020,0.0113,0.0000,0.8551
0.0002,0.0199,0.0000,0.5060,0.0001,0.0001,0.9480
0.0025,0.4612,0.0004,0.9533,0.0218,0.0000,0.0523
0.0001,0.0397,0.0006,0.8487,0.0009,0.0000,0.9224
0.0000,0.0106,0.0002,0.6232,0.0016,0.0000,0.7959
0.0000,0.0064,0.3494,0.9874,0.0043,0.0000,0.0118
0.0007,0.0337,0.0004,0.9992,0.0014,0.0000,0.0049
0.0000,0.1384,0.0000,0.9354,0.0003,0.0000,0.2253
0.0000,0.0017,0.0000,0.9963,0.0018,0.0000,0.0922
0.0000,0.0000,0.6254,0.9846,0.0048,0.0000,0.0038
0.0000,0.0001,0.0000,0.9857,0.0047,0.0000,0.9183
0.0001,0.0199,0.0556,0.6059,0.0319,0.0001,0.5253
0.0000,0.0092,0.0002,0.9938,0.0010,0.0000,0.1963
0.0000,0.0740,0.0001,0.7260,0.0003,0.0000,0.9183
0.0000,0.0107,0.0000,0.7739,0.0001,0.0000,0.9831
0.0000,0.0000,0.4966,0.9537,0.0195,0.0000,0.0051
0.0000,0.0000,0.5348,0.9831,0.0054,0.0000,0.0029
0.0000,0.0037,0.0055,0.9760,0.0003,0.0000,0.3728
0.0000,0.0024,0.0014,0.9704,0.0013,0.0000,0.5371
0.0000,0.0036,0.0001,0.9930,0.0005,0.0000,0.4615
0.0070,0.0000,0.0000,0.9567,0.0000,0.0000,0.0017
0.0011,0.0012,0.0007,0.0172,0.0003,0.0012,0.1718
0.0000,0.0401,0.0013,0.0208,0.0003,0.0000,0.0960
0.0000,0.0411,0.0000,0.7488,0.0001,0.0000,0.1000
0.0000,0.0003,0.0000,0.3086,0.0000,0.0000,0.1437
0.0000,0.0005,0.0000,0.9978,0.0000,0.0000,0.0482
0.0000,0.6045,0.0029,0.0000,0.0010,0.0002,0.6599
0.2426,0.9970,0.0004,0.0002,0.0001,0.0239,0.0015
0.4393,0.6814,0.0344,0.0232,0.0961,0.6923,0.0621
0.7627,0.9876,0.0126,0.7339,0.0024,0.0114,0.0020
0.9078,0.9341,0.0159,0.5935,0.0060,0.8659,0.0029
0.0376,0.8485,0.0261,0.2872,0.0206,0.0103,0.0189
0.2121,0.7883,0.0245,0.4638,0.0022,0.1111,0.0150
0.5210,0.8820,0.0011,0.0004,0.0002,0.7803,0.0002
0.0721,0.9787,0.0000,0.0014,0.0948,0.0010,0.0010
0.0029,0.9272,0.0028,0.0035,0.0013,0.0099,0.0043
0.1666,0.6913,0.0735,0.2251,0.2548,0.1317,0.0319
0.0005,0.4571,0.0003,0.2890,0.0000,0.0000,0.0086
0.0057,0.2682,0.0095,0.4723,0.0001,0.0007,0.0083
0.1432,0.7541,0.0903,0.1834,0.2862,0.0444,0.0493
0.1766,0.5985,0.0192,0.0402,0.2898,0.5849,0.0149
0.0487,0.3449,0.0115,0.1677,0.0031,0.0412,0.1607
0.0999,0.7618,0.0934,0.0824,0.2967,0.0878,0.1602
0.0017,0.2468,0.0010,0.2303,0.0000,0.0015,0.0052
0.0047,0.3297,0.0024,0.0713,0.0000,0.0087,0.0006
0.1636,0.9996,0.0008,0.7337,0.0003,0.0374,0.0000
0.1372,0.8311,0.0714,0.0917,0.1033,0.2755,0.0426
0.1950,0.8513,0.0324,0.0800,0.0688,0.3069,0.0426
