0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
0.9744,0.9967,0.0010,0.0028,0.0077,0.0796,0.0003
0.0003,1.0000,0.0000,0.0000,0.0000,0.0011,0.0000
1.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000
1.0000,1.0000,0.0000,0.0001,0.0000,1.0000,0.0000
0.0000,0.0000,0.0045,0.9939,0.0000,0.0000,0.0690
1.0000,0.9997,0.0000,1.0000,0.0000,0.9993,0.0000
0.9996,0.9999,0.0000,1.0000,0.0000,0.9997,0.0000
1.0000,1.0000,0.0000,0.9942,0.0000,1.0000,0.0000
0.0000,0.0000,0.0004,0.0247,0.0000,0.0001,0.9561
0.0000,0.0000,0.0040,1.0000,0.0000,0.0000,0.0000
1.0000,0.9999,0.0003,1.0000,0.0000,0.9999,0.0000
0.0000,0.0000,1.0000,0.9969,0.0683,0.0026,0.0000
0.0006,0.3046,0.0000,1.0000,1.0000,0.0001,0.0000
0.9977,1.0000,0.0000,0.0000,0.0000,0.9999,0.0000
1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000
0.9996,1.0000,0.0000,0.0022,0.0000,0.9999,0.0000
0.9997,0.0003,0.0000,0.0000,0.0000,1.0000,0.0001
0.9993,0.9999,0.0006,0.9998,0.0003,0.9961,0.0001
0.9995,0.9988,0.0000,0.9945,0.0009,0.9685,0.0000
0.0001,0.0016,0.0846,0.0651,0.0001,0.0001,0.2603
0.3831,0.9379,0.0002,0.0001,0.0001,0.7360,0.0000
0.0452,0.9953,0.0002,0.0000,0.0000,0.0001,0.0000
0.0346,0.0320,0.9127,0.9726,0.0002,0.0225,0.0451
0.0002,0.0001,0.0001,0.9649,0.0028,0.0000,0.0039
0.0000,0.0000,0.0005,0.0021,0.0000,0.9921,0.0000
0.9999,1.0000,0.0000,0.9999,0.0000,0.9999,0.0000
1.0000,0.9997,0.0000,0.1872,0.0000,1.0000,0.0000
0.9975,0.9992,0.0006,0.0000,0.0012,1.0000,0.0000
1.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000
1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,0.0000
0.9995,0.9879,0.0000,0.0000,0.0000,0.0218,0.0000
0.9999,0.9998,0.0000,1.0000,0.0000,0.9998,0.0000
0.0000,0.0000,1.0000,0.0000,1.0000,0.0001,0.0000
0.9979,0.9996,0.0001,0.9975,0.0001,0.9992,0.0000
1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000
0.0040,0.9521,0.5332,0.1154,0.0589,0.0805,0.0000
0.0003,0.0890,0.0000,0.0000,0.0000,0.0001,0.9985
1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000
0.0018,0.8463,0.0006,0.0087,0.0003,0.0013,0.0030
1.0000,1.0000,0.0000,0.9997,0.0000,0.9811,0.0000
0.0000,0.0000,0.0000,0.0001,0.0000,1.0000,0.0000
0.0000,0.0007,0.0000,0.5976,0.0000,0.0000,0.9690
1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000
0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
0.9973,0.9996,0.0001,0.9974,0.0001,0.9991,0.0000
0.0008,0.9993,0.0007,0.0008,0.0043,0.0003,0.0029
0.9672,0.9999,0.0098,0.0001,0.9972,0.2238,0.0000
1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
0.0000,0.0000,0.0000,1.0000,0.0004,0.0000,0.0000
0.0000,0.1253,1.0000,0.0007,0.0145,0.8644,0.0000
0.0000,0.0038,0.9990,0.0000,0.9951,0.9985,0.0000
0.0000,0.0000,0.0000,1.0000,0.0000,0.9998,0.0000
0.8654,1.0000,0.0000,0.0005,0.0000,0.9908,0.0000
0.9996,0.0232,0.0000,0.9999,0.0000,0.0385,0.0000
0.9995,0.0001,0.0000,1.0000,0.0000,0.0002,0.0000
0.9999,1.0000,0.0000,0.0000,0.0000,0.9987,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
0.0000,0.0018,0.0000,0.0203,0.0000,0.0000,0.9998
0.9969,0.9999,0.9766,0.9953,0.9946,0.9996,0.0000
0.9996,1.0000,0.0001,0.0013,0.0000,0.9963,0.0000
0.0000,0.0000,0.0000,0.2800,0.0000,0.0000,0.8777
1.0000,0.9987,0.0002,0.0002,0.9985,0.9888,0.0006
0.0010,1.0000,0.0000,0.0000,0.0000,0.0017,0.0000
0.9748,1.0000,0.0001,0.0000,0.0000,0.9537,0.0000
0.0000,0.0000,0.9996,0.9993,0.9999,0.9999,0.0000
0.0199,0.6479,0.1988,0.0265,0.8353,0.0036,0.0046
0.0000,0.0000,0.9996,1.0000,0.0011,0.9999,0.0000
